"year";"plot";"subplot";"species";"individuals"
2019;8;"F4";"LEMA";3
2015;9;"F4";"LEMA";0
2016;9;"F4";"LEMA";0
2017;9;"F4";"LEMA";0
2019;9;"F4";"LEMA";0
2015;1;"F5";"LEMA";26
2016;1;"F5";"LEMA";68
2017;1;"F5";"LEMA";300
2019;1;"F5";"LEMA";35
2015;2;"F5";"LEMA";16
2016;2;"F5";"LEMA";60
2017;2;"F5";"LEMA";80
2019;2;"F5";"LEMA";30
2015;3;"F5";"LEMA";15
2016;3;"F5";"LEMA";144
2017;3;"F5";"LEMA";320
2019;3;"F5";"LEMA";40
2015;4;"F5";"LEMA";10
2016;4;"F5";"LEMA";12
2017;4;"F5";"LEMA";17
2019;4;"F5";"LEMA";6
2015;5;"F5";"LEMA";10
2016;5;"F5";"LEMA";8
2017;5;"F5";"LEMA";75
2019;5;"F5";"LEMA";30
2015;6;"F5";"LEMA";0
2016;6;"F5";"LEMA";8
2017;6;"F5";"LEMA";18
2019;6;"F5";"LEMA";11
2015;7;"F5";"LEMA";0
2016;7;"F5";"LEMA";1
2017;7;"F5";"LEMA";0
2019;7;"F5";"LEMA";9
2015;8;"F5";"LEMA";0
2016;8;"F5";"LEMA";0
2017;8;"F5";"LEMA";0
2019;8;"F5";"LEMA";2
2015;9;"F5";"LEMA";0
2016;9;"F5";"LEMA";0
2017;9;"F5";"LEMA";0
2019;9;"F5";"LEMA";0
2015;1;"F6";"LEMA";16
2016;1;"F6";"LEMA";68
2017;1;"F6";"LEMA";290
2019;1;"F6";"LEMA";20
2015;2;"F6";"LEMA";15
2016;2;"F6";"LEMA";36
2017;2;"F6";"LEMA";130
2019;2;"F6";"LEMA";20
2015;3;"F6";"LEMA";26
2016;3;"F6";"LEMA";52
2017;3;"F6";"LEMA";250
2019;3;"F6";"LEMA";30
2015;4;"F6";"LEMA";6
2016;4;"F6";"LEMA";4
2017;4;"F6";"LEMA";12
2019;4;"F6";"LEMA";5
2015;5;"F6";"LEMA";4
2016;5;"F6";"LEMA";0
2017;5;"F6";"LEMA";140
2019;5;"F6";"LEMA";9
2015;6;"F6";"LEMA";7
2016;6;"F6";"LEMA";12
2017;6;"F6";"LEMA";70
2019;6;"F6";"LEMA";14
2015;7;"F6";"LEMA";0
2016;7;"F6";"LEMA";0
2017;7;"F6";"LEMA";0
2019;7;"F6";"LEMA";0
2015;8;"F6";"LEMA";0
2016;8;"F6";"LEMA";0
2017;8;"F6";"LEMA";0
2019;8;"F6";"LEMA";6
2015;9;"F6";"LEMA";0
2016;9;"F6";"LEMA";0
2017;9;"F6";"LEMA";0
2019;9;"F6";"LEMA";0
2015;1;"A1";"PAIN";5
2016;1;"A1";"PAIN";0
2017;1;"A1";"PAIN";35
2019;1;"A1";"PAIN";40
2015;2;"A1";"PAIN";3
2016;2;"A1";"PAIN";0
2017;2;"A1";"PAIN";20
2019;2;"A1";"PAIN";60
2015;3;"A1";"PAIN";0
2016;3;"A1";"PAIN";0
2017;3;"A1";"PAIN";0
2019;3;"A1";"PAIN";5
2015;4;"A1";"PAIN";5
2016;4;"A1";"PAIN";1
2017;4;"A1";"PAIN";4
2019;4;"A1";"PAIN";10
2015;5;"A1";"PAIN";7
2016;5;"A1";"PAIN";0
2017;5;"A1";"PAIN";3
2019;5;"A1";"PAIN";10
2015;6;"A1";"PAIN";7
2016;6;"A1";"PAIN";0
2017;6;"A1";"PAIN";0
2019;6;"A1";"PAIN";5
2015;7;"A1";"PAIN";0
2016;7;"A1";"PAIN";1
2017;7;"A1";"PAIN";4
2019;7;"A1";"PAIN";20
2015;8;"A1";"PAIN";0
2016;8;"A1";"PAIN";0
2017;8;"A1";"PAIN";0
2019;8;"A1";"PAIN";0
2015;9;"A1";"PAIN";0
2016;9;"A1";"PAIN";0
2017;9;"A1";"PAIN";0
2019;9;"A1";"PAIN";20
2015;1;"A2";"PAIN";4
2016;1;"A2";"PAIN";0
2017;1;"A2";"PAIN";30
2019;1;"A2";"PAIN";30
2015;2;"A2";"PAIN";7
2016;2;"A2";"PAIN";0
2017;2;"A2";"PAIN";30
2019;2;"A2";"PAIN";80
2015;3;"A2";"PAIN";7
2016;3;"A2";"PAIN";0
2017;3;"A2";"PAIN";3
2019;3;"A2";"PAIN";20
2015;4;"A2";"PAIN";7
2016;4;"A2";"PAIN";0
2017;4;"A2";"PAIN";3
2019;4;"A2";"PAIN";15
2015;5;"A2";"PAIN";15
2016;5;"A2";"PAIN";0
2017;5;"A2";"PAIN";6
2019;5;"A2";"PAIN";30
2015;6;"A2";"PAIN";10
2016;6;"A2";"PAIN";0
2017;6;"A2";"PAIN";6
2019;6;"A2";"PAIN";10
2015;7;"A2";"PAIN";0
2016;7;"A2";"PAIN";0
2017;7;"A2";"PAIN";4
2019;7;"A2";"PAIN";10
2015;8;"A2";"PAIN";0
2016;8;"A2";"PAIN";0
2017;8;"A2";"PAIN";5
2019;8;"A2";"PAIN";0
2015;9;"A2";"PAIN";0
2016;9;"A2";"PAIN";0
2017;9;"A2";"PAIN";0
2019;9;"A2";"PAIN";10
2015;1;"A3";"PAIN";3
2016;1;"A3";"PAIN";0
2017;1;"A3";"PAIN";25
2019;1;"A3";"PAIN";30
2015;2;"A3";"PAIN";2
2016;2;"A3";"PAIN";0
2017;2;"A3";"PAIN";15
2019;2;"A3";"PAIN";70
2015;3;"A3";"PAIN";2
2016;3;"A3";"PAIN";0
2017;3;"A3";"PAIN";5
2019;3;"A3";"PAIN";20
2015;4;"A3";"PAIN";1
2016;4;"A3";"PAIN";0
2017;4;"A3";"PAIN";0
2019;4;"A3";"PAIN";0
2015;5;"A3";"PAIN";16
2016;5;"A3";"PAIN";0
2017;5;"A3";"PAIN";5
2019;5;"A3";"PAIN";50
2015;6;"A3";"PAIN";5
2016;6;"A3";"PAIN";0
2017;6;"A3";"PAIN";4
2019;6;"A3";"PAIN";40
2015;7;"A3";"PAIN";0
2016;7;"A3";"PAIN";0
2017;7;"A3";"PAIN";3
2019;7;"A3";"PAIN";0
2015;8;"A3";"PAIN";0
2016;8;"A3";"PAIN";0
2017;8;"A3";"PAIN";3
2019;8;"A3";"PAIN";0
2015;9;"A3";"PAIN";0
2016;9;"A3";"PAIN";1
2017;9;"A3";"PAIN";0
2019;9;"A3";"PAIN";6
2015;1;"A4";"PAIN";8
2016;1;"A4";"PAIN";0
2017;1;"A4";"PAIN";15
2019;1;"A4";"PAIN";50
2015;2;"A4";"PAIN";4
2016;2;"A4";"PAIN";0
2017;2;"A4";"PAIN";10
2019;2;"A4";"PAIN";60
2015;3;"A4";"PAIN";7
2016;3;"A4";"PAIN";0
2017;3;"A4";"PAIN";6
2019;3;"A4";"PAIN";40
2015;4;"A4";"PAIN";0
2016;4;"A4";"PAIN";0
2017;4;"A4";"PAIN";1
2019;4;"A4";"PAIN";0
2015;5;"A4";"PAIN";19
2016;5;"A4";"PAIN";0
2017;5;"A4";"PAIN";20
2019;5;"A4";"PAIN";70
2015;6;"A4";"PAIN";4
2016;6;"A4";"PAIN";0
2017;6;"A4";"PAIN";2
2019;6;"A4";"PAIN";40
2015;7;"A4";"PAIN";0
2016;7;"A4";"PAIN";0
2017;7;"A4";"PAIN";2
2019;7;"A4";"PAIN";9
2015;8;"A4";"PAIN";0
2016;8;"A4";"PAIN";1
2017;8;"A4";"PAIN";3
2019;8;"A4";"PAIN";5
2015;9;"A4";"PAIN";0
2016;9;"A4";"PAIN";0
2017;9;"A4";"PAIN";0
2019;9;"A4";"PAIN";7
2015;1;"A5";"PAIN";4
2016;1;"A5";"PAIN";0
2017;1;"A5";"PAIN";15
2019;1;"A5";"PAIN";30
2015;2;"A5";"PAIN";5
2016;2;"A5";"PAIN";0
2017;2;"A5";"PAIN";15
2019;2;"A5";"PAIN";50
2015;3;"A5";"PAIN";6
2016;3;"A5";"PAIN";0
2017;3;"A5";"PAIN";14
2019;3;"A5";"PAIN";40
2015;4;"A5";"PAIN";2
2016;4;"A5";"PAIN";0
2017;4;"A5";"PAIN";2
2019;4;"A5";"PAIN";5
2015;5;"A5";"PAIN";7
2016;5;"A5";"PAIN";0
2017;5;"A5";"PAIN";9
2019;5;"A5";"PAIN";50
2015;6;"A5";"PAIN";2
2016;6;"A5";"PAIN";0
2017;6;"A5";"PAIN";2
2019;6;"A5";"PAIN";10
2015;7;"A5";"PAIN";0
2016;7;"A5";"PAIN";0
2017;7;"A5";"PAIN";4
2019;7;"A5";"PAIN";4
2015;8;"A5";"PAIN";0
2016;8;"A5";"PAIN";0
2017;8;"A5";"PAIN";4
2019;8;"A5";"PAIN";0
2015;9;"A5";"PAIN";0
2016;9;"A5";"PAIN";1
2017;9;"A5";"PAIN";0
2019;9;"A5";"PAIN";3
2015;1;"A6";"PAIN";6
2016;1;"A6";"PAIN";0
2017;1;"A6";"PAIN";20
2019;1;"A6";"PAIN";60
2015;2;"A6";"PAIN";6
2016;2;"A6";"PAIN";0
2017;2;"A6";"PAIN";20
2019;2;"A6";"PAIN";20
2015;3;"A6";"PAIN";7
2016;3;"A6";"PAIN";0
2017;3;"A6";"PAIN";6
2019;3;"A6";"PAIN";30
2015;4;"A6";"PAIN";7
2016;4;"A6";"PAIN";0
2017;4;"A6";"PAIN";2
2019;4;"A6";"PAIN";20
2015;5;"A6";"PAIN";6
2016;5;"A6";"PAIN";0
2017;5;"A6";"PAIN";6
2019;5;"A6";"PAIN";60
2015;6;"A6";"PAIN";7
2016;6;"A6";"PAIN";0
2017;6;"A6";"PAIN";4
2019;6;"A6";"PAIN";20
2015;7;"A6";"PAIN";0
2016;7;"A6";"PAIN";0
2017;7;"A6";"PAIN";6
2019;7;"A6";"PAIN";6
2015;8;"A6";"PAIN";0
2016;8;"A6";"PAIN";2
2017;8;"A6";"PAIN";5
2019;8;"A6";"PAIN";6
2015;9;"A6";"PAIN";0
2016;9;"A6";"PAIN";1
2017;9;"A6";"PAIN";0
2019;9;"A6";"PAIN";0
2015;1;"B1";"PAIN";2
2016;1;"B1";"PAIN";0
2017;1;"B1";"PAIN";10
2019;1;"B1";"PAIN";40
2015;2;"B1";"PAIN";2
2016;2;"B1";"PAIN";0
2017;2;"B1";"PAIN";10
2019;2;"B1";"PAIN";80
2015;3;"B1";"PAIN";4
2016;3;"B1";"PAIN";0
2017;3;"B1";"PAIN";0
2019;3;"B1";"PAIN";10
2015;4;"B1";"PAIN";7
2016;4;"B1";"PAIN";0
2017;4;"B1";"PAIN";2
2019;4;"B1";"PAIN";20
2015;5;"B1";"PAIN";1
2016;5;"B1";"PAIN";0
2017;5;"B1";"PAIN";4
2019;5;"B1";"PAIN";20
2015;6;"B1";"PAIN";3
2016;6;"B1";"PAIN";1
2017;6;"B1";"PAIN";3
2019;6;"B1";"PAIN";30
2015;7;"B1";"PAIN";0
2016;7;"B1";"PAIN";0
2017;7;"B1";"PAIN";7
2019;7;"B1";"PAIN";0
2015;8;"B1";"PAIN";0
2016;8;"B1";"PAIN";0
2017;8;"B1";"PAIN";6
2019;8;"B1";"PAIN";0
2015;9;"B1";"PAIN";0
2016;9;"B1";"PAIN";0
2017;9;"B1";"PAIN";0
2019;9;"B1";"PAIN";0
2015;1;"B2";"PAIN";5
2016;1;"B2";"PAIN";0
2017;1;"B2";"PAIN";25
2019;1;"B2";"PAIN";30
2015;2;"B2";"PAIN";6
2016;2;"B2";"PAIN";0
2017;2;"B2";"PAIN";25
2019;2;"B2";"PAIN";50
2015;3;"B2";"PAIN";3
2016;3;"B2";"PAIN";0
2017;3;"B2";"PAIN";2
2019;3;"B2";"PAIN";10
2015;4;"B2";"PAIN";4
2016;4;"B2";"PAIN";0
2017;4;"B2";"PAIN";4
2019;4;"B2";"PAIN";10
2015;5;"B2";"PAIN";17
2016;5;"B2";"PAIN";0
2017;5;"B2";"PAIN";15
2019;5;"B2";"PAIN";40
2015;6;"B2";"PAIN";6
2016;6;"B2";"PAIN";0
2017;6;"B2";"PAIN";6
2019;6;"B2";"PAIN";10
2015;7;"B2";"PAIN";0
2016;7;"B2";"PAIN";0
2017;7;"B2";"PAIN";4
2019;7;"B2";"PAIN";10
2015;8;"B2";"PAIN";0
2016;8;"B2";"PAIN";0
2017;8;"B2";"PAIN";7
2019;8;"B2";"PAIN";0
2015;9;"B2";"PAIN";0
2016;9;"B2";"PAIN";0
2017;9;"B2";"PAIN";0
2019;9;"B2";"PAIN";0
2015;1;"B3";"PAIN";6
2016;1;"B3";"PAIN";0
2017;1;"B3";"PAIN";15
2019;1;"B3";"PAIN";35
2015;2;"B3";"PAIN";4
2016;2;"B3";"PAIN";0
2017;2;"B3";"PAIN";20
2019;2;"B3";"PAIN";50
2015;3;"B3";"PAIN";4
2016;3;"B3";"PAIN";0
2017;3;"B3";"PAIN";0
2019;3;"B3";"PAIN";20
2015;4;"B3";"PAIN";5
2016;4;"B3";"PAIN";0
2017;4;"B3";"PAIN";3
2019;4;"B3";"PAIN";10
2015;5;"B3";"PAIN";12
2016;5;"B3";"PAIN";0
2017;5;"B3";"PAIN";19
2019;5;"B3";"PAIN";70
2015;6;"B3";"PAIN";4
2016;6;"B3";"PAIN";2
2017;6;"B3";"PAIN";10
2019;6;"B3";"PAIN";30
2015;7;"B3";"PAIN";0
2016;7;"B3";"PAIN";2
2017;7;"B3";"PAIN";0
2019;7;"B3";"PAIN";6
2015;8;"B3";"PAIN";0
2016;8;"B3";"PAIN";2
2017;8;"B3";"PAIN";3
2019;8;"B3";"PAIN";0
2015;9;"B3";"PAIN";0
2016;9;"B3";"PAIN";0
2017;9;"B3";"PAIN";0
2019;9;"B3";"PAIN";6
2015;1;"B4";"PAIN";3
2016;1;"B4";"PAIN";0
2017;1;"B4";"PAIN";10
2019;1;"B4";"PAIN";40
2015;2;"B4";"PAIN";8
2016;2;"B4";"PAIN";0
2017;2;"B4";"PAIN";15
2019;2;"B4";"PAIN";70
2015;3;"B4";"PAIN";1
2016;3;"B4";"PAIN";0
2017;3;"B4";"PAIN";4
2019;3;"B4";"PAIN";8
2015;4;"B4";"PAIN";3
2016;4;"B4";"PAIN";0
2017;4;"B4";"PAIN";0
2019;4;"B4";"PAIN";5
2015;5;"B4";"PAIN";5
2016;5;"B4";"PAIN";0
2017;5;"B4";"PAIN";9
2019;5;"B4";"PAIN";40
2015;6;"B4";"PAIN";3
2016;6;"B4";"PAIN";0
2017;6;"B4";"PAIN";0
2019;6;"B4";"PAIN";10
2015;7;"B4";"PAIN";0
2016;7;"B4";"PAIN";0
2017;7;"B4";"PAIN";2
2019;7;"B4";"PAIN";0
2015;8;"B4";"PAIN";0
2016;8;"B4";"PAIN";0
2017;8;"B4";"PAIN";3
2019;8;"B4";"PAIN";0
2015;9;"B4";"PAIN";0
2016;9;"B4";"PAIN";0
2017;9;"B4";"PAIN";0
2019;9;"B4";"PAIN";0
2015;1;"B5";"PAIN";4
2016;1;"B5";"PAIN";0
2017;1;"B5";"PAIN";15
2019;1;"B5";"PAIN";30
2015;2;"B5";"PAIN";7
2016;2;"B5";"PAIN";0
2017;2;"B5";"PAIN";25
2019;2;"B5";"PAIN";70
2015;3;"B5";"PAIN";2
2016;3;"B5";"PAIN";0
2017;3;"B5";"PAIN";6
2019;3;"B5";"PAIN";60
2015;4;"B5";"PAIN";3
2016;4;"B5";"PAIN";0
2017;4;"B5";"PAIN";0
2019;4;"B5";"PAIN";2
2015;5;"B5";"PAIN";2
2016;5;"B5";"PAIN";0
2017;5;"B5";"PAIN";2
2019;5;"B5";"PAIN";50
2015;6;"B5";"PAIN";2
2016;6;"B5";"PAIN";1
2017;6;"B5";"PAIN";4
2019;6;"B5";"PAIN";20
2015;7;"B5";"PAIN";0
2016;7;"B5";"PAIN";0
2017;7;"B5";"PAIN";2
2019;7;"B5";"PAIN";10
2015;8;"B5";"PAIN";0
2016;8;"B5";"PAIN";0
2017;8;"B5";"PAIN";3
2019;8;"B5";"PAIN";7
2015;9;"B5";"PAIN";0
2016;9;"B5";"PAIN";5
2017;9;"B5";"PAIN";0
2019;9;"B5";"PAIN";0
2015;1;"B6";"PAIN";8
2016;1;"B6";"PAIN";0
2017;1;"B6";"PAIN";15
2019;1;"B6";"PAIN";10
2015;2;"B6";"PAIN";6
2016;2;"B6";"PAIN";0
2017;2;"B6";"PAIN";20
2019;2;"B6";"PAIN";80
2015;3;"B6";"PAIN";6
2016;3;"B6";"PAIN";0
2017;3;"B6";"PAIN";5
2019;3;"B6";"PAIN";40
2015;4;"B6";"PAIN";3
2016;4;"B6";"PAIN";1
2017;4;"B6";"PAIN";4
2019;4;"B6";"PAIN";4
2015;5;"B6";"PAIN";4
2016;5;"B6";"PAIN";0
2017;5;"B6";"PAIN";6
2019;5;"B6";"PAIN";50
2015;6;"B6";"PAIN";6
2016;6;"B6";"PAIN";0
2017;6;"B6";"PAIN";7
2019;6;"B6";"PAIN";10
2015;7;"B6";"PAIN";0
2016;7;"B6";"PAIN";0
2017;7;"B6";"PAIN";3
2019;7;"B6";"PAIN";20
2015;8;"B6";"PAIN";0
2016;8;"B6";"PAIN";0
2017;8;"B6";"PAIN";3
2019;8;"B6";"PAIN";0
2015;9;"B6";"PAIN";0
2016;9;"B6";"PAIN";0
2017;9;"B6";"PAIN";0
2019;9;"B6";"PAIN";0
2015;1;"C1";"PAIN";10
2016;1;"C1";"PAIN";0
2017;1;"C1";"PAIN";50
2019;1;"C1";"PAIN";30
2015;2;"C1";"PAIN";5
2016;2;"C1";"PAIN";0
2017;2;"C1";"PAIN";25
2019;2;"C1";"PAIN";90
2015;3;"C1";"PAIN";2
2016;3;"C1";"PAIN";0
2017;3;"C1";"PAIN";2
2019;3;"C1";"PAIN";20
2015;4;"C1";"PAIN";1
2016;4;"C1";"PAIN";0
2017;4;"C1";"PAIN";0
2019;4;"C1";"PAIN";0
2015;5;"C1";"PAIN";7
2016;5;"C1";"PAIN";0
2017;5;"C1";"PAIN";6
2019;5;"C1";"PAIN";40
2015;6;"C1";"PAIN";11
2016;6;"C1";"PAIN";0
2017;6;"C1";"PAIN";0
2019;6;"C1";"PAIN";15
2015;7;"C1";"PAIN";0
2016;7;"C1";"PAIN";0
2017;7;"C1";"PAIN";4
2019;7;"C1";"PAIN";3
2015;8;"C1";"PAIN";0
2016;8;"C1";"PAIN";0
2017;8;"C1";"PAIN";5
2019;8;"C1";"PAIN";0
2015;9;"C1";"PAIN";0
2016;9;"C1";"PAIN";3
2017;9;"C1";"PAIN";0
2019;9;"C1";"PAIN";0
2015;1;"C2";"PAIN";6
2016;1;"C2";"PAIN";0
2017;1;"C2";"PAIN";25
2019;1;"C2";"PAIN";30
2015;2;"C2";"PAIN";8
2016;2;"C2";"PAIN";0
2017;2;"C2";"PAIN";20
2019;2;"C2";"PAIN";70
2015;3;"C2";"PAIN";5
2016;3;"C2";"PAIN";0
2017;3;"C2";"PAIN";6
2019;3;"C2";"PAIN";50
2015;4;"C2";"PAIN";13
2016;4;"C2";"PAIN";0
2017;4;"C2";"PAIN";0
2019;4;"C2";"PAIN";10
2015;5;"C2";"PAIN";8
2016;5;"C2";"PAIN";0
2017;5;"C2";"PAIN";15
2019;5;"C2";"PAIN";60
2015;6;"C2";"PAIN";2
2016;6;"C2";"PAIN";0
2017;6;"C2";"PAIN";2
2019;6;"C2";"PAIN";10
2015;7;"C2";"PAIN";0
2016;7;"C2";"PAIN";0
2017;7;"C2";"PAIN";5
2019;7;"C2";"PAIN";0
2015;8;"C2";"PAIN";0
2016;8;"C2";"PAIN";0
2017;8;"C2";"PAIN";3
2019;8;"C2";"PAIN";0
2015;9;"C2";"PAIN";0
2016;9;"C2";"PAIN";1
2017;9;"C2";"PAIN";0
2019;9;"C2";"PAIN";0
2015;1;"C3";"PAIN";7
2016;1;"C3";"PAIN";0
2017;1;"C3";"PAIN";15
2019;1;"C3";"PAIN";40
2015;2;"C3";"PAIN";2
2016;2;"C3";"PAIN";0
2017;2;"C3";"PAIN";10
2019;2;"C3";"PAIN";40
2015;3;"C3";"PAIN";0
2016;3;"C3";"PAIN";0
2017;3;"C3";"PAIN";6
2019;3;"C3";"PAIN";40
2015;4;"C3";"PAIN";6
2016;4;"C3";"PAIN";0
2017;4;"C3";"PAIN";3
2019;4;"C3";"PAIN";20
2015;5;"C3";"PAIN";3
2016;5;"C3";"PAIN";0
2017;5;"C3";"PAIN";5
2019;5;"C3";"PAIN";40
2015;6;"C3";"PAIN";5
2016;6;"C3";"PAIN";0
2017;6;"C3";"PAIN";6
2019;6;"C3";"PAIN";20
2015;7;"C3";"PAIN";0
2016;7;"C3";"PAIN";0
2017;7;"C3";"PAIN";6
2019;7;"C3";"PAIN";0
2015;8;"C3";"PAIN";0
2016;8;"C3";"PAIN";1
2017;8;"C3";"PAIN";2
2019;8;"C3";"PAIN";6
2015;9;"C3";"PAIN";0
2016;9;"C3";"PAIN";0
2017;9;"C3";"PAIN";0
2019;9;"C3";"PAIN";4
2015;1;"C4";"PAIN";4
2016;1;"C4";"PAIN";0
2017;1;"C4";"PAIN";10
2019;1;"C4";"PAIN";30
2015;2;"C4";"PAIN";8
2016;2;"C4";"PAIN";0
2017;2;"C4";"PAIN";20
2019;2;"C4";"PAIN";40
2015;3;"C4";"PAIN";15
2016;3;"C4";"PAIN";0
2017;3;"C4";"PAIN";10
2019;3;"C4";"PAIN";50
2015;4;"C4";"PAIN";6
2016;4;"C4";"PAIN";0
2017;4;"C4";"PAIN";3
2019;4;"C4";"PAIN";15
2015;5;"C4";"PAIN";2
2016;5;"C4";"PAIN";0
2017;5;"C4";"PAIN";2
2019;5;"C4";"PAIN";10
2015;6;"C4";"PAIN";2
2016;6;"C4";"PAIN";0
2017;6;"C4";"PAIN";2
2019;6;"C4";"PAIN";15
2015;7;"C4";"PAIN";0
2016;7;"C4";"PAIN";0
2017;7;"C4";"PAIN";7
2019;7;"C4";"PAIN";0
2015;8;"C4";"PAIN";0
2016;8;"C4";"PAIN";3
2017;8;"C4";"PAIN";2
2019;8;"C4";"PAIN";0
2015;9;"C4";"PAIN";0
2016;9;"C4";"PAIN";0
2017;9;"C4";"PAIN";0
2019;9;"C4";"PAIN";0
2015;1;"C5";"PAIN";3
2016;1;"C5";"PAIN";0
2017;1;"C5";"PAIN";15
2019;1;"C5";"PAIN";10
2015;2;"C5";"PAIN";2
2016;2;"C5";"PAIN";0
2017;2;"C5";"PAIN";15
2019;2;"C5";"PAIN";30
2015;3;"C5";"PAIN";7
2016;3;"C5";"PAIN";0
2017;3;"C5";"PAIN";20
2019;3;"C5";"PAIN";45
2015;4;"C5";"PAIN";3
2016;4;"C5";"PAIN";0
2017;4;"C5";"PAIN";4
2019;4;"C5";"PAIN";20
2015;5;"C5";"PAIN";2
2016;5;"C5";"PAIN";0
2017;5;"C5";"PAIN";6
2019;5;"C5";"PAIN";40
2015;6;"C5";"PAIN";6
2016;6;"C5";"PAIN";0
2017;6;"C5";"PAIN";6
2019;6;"C5";"PAIN";40
2015;7;"C5";"PAIN";0
2016;7;"C5";"PAIN";0
2017;7;"C5";"PAIN";5
2019;7;"C5";"PAIN";0
2015;8;"C5";"PAIN";0
2016;8;"C5";"PAIN";0
2017;8;"C5";"PAIN";1
2019;8;"C5";"PAIN";4
2015;9;"C5";"PAIN";0
2016;9;"C5";"PAIN";1
2017;9;"C5";"PAIN";0
2019;9;"C5";"PAIN";0
2015;1;"C6";"PAIN";4
2016;1;"C6";"PAIN";0
2017;1;"C6";"PAIN";20
2019;1;"C6";"PAIN";20
2015;2;"C6";"PAIN";4
2016;2;"C6";"PAIN";0
2017;2;"C6";"PAIN";25
2019;2;"C6";"PAIN";60
2015;3;"C6";"PAIN";16
2016;3;"C6";"PAIN";0
2017;3;"C6";"PAIN";25
2019;3;"C6";"PAIN";70
2015;4;"C6";"PAIN";7
2016;4;"C6";"PAIN";1
2017;4;"C6";"PAIN";0
2019;4;"C6";"PAIN";10
2015;5;"C6";"PAIN";3
2016;5;"C6";"PAIN";0
2017;5;"C6";"PAIN";3
2019;5;"C6";"PAIN";10
2015;6;"C6";"PAIN";1
2016;6;"C6";"PAIN";1
2017;6;"C6";"PAIN";5
2019;6;"C6";"PAIN";10
2015;7;"C6";"PAIN";0
2016;7;"C6";"PAIN";1
2017;7;"C6";"PAIN";2
2019;7;"C6";"PAIN";0
2015;8;"C6";"PAIN";0
2016;8;"C6";"PAIN";1
2017;8;"C6";"PAIN";4
2019;8;"C6";"PAIN";0
2015;9;"C6";"PAIN";0
2016;9;"C6";"PAIN";0
2017;9;"C6";"PAIN";0
2019;9;"C6";"PAIN";0
2015;1;"D1";"PAIN";10
2016;1;"D1";"PAIN";1
2017;1;"D1";"PAIN";30
2019;1;"D1";"PAIN";40
2015;2;"D1";"PAIN";2
2016;2;"D1";"PAIN";1
2017;2;"D1";"PAIN";15
2019;2;"D1";"PAIN";50
2015;3;"D1";"PAIN";2
2016;3;"D1";"PAIN";0
2017;3;"D1";"PAIN";10
2019;3;"D1";"PAIN";50
2015;4;"D1";"PAIN";5
2016;4;"D1";"PAIN";0
2017;4;"D1";"PAIN";0
2019;4;"D1";"PAIN";5
2015;5;"D1";"PAIN";4
2016;5;"D1";"PAIN";0
2017;5;"D1";"PAIN";15
2019;5;"D1";"PAIN";60
2015;6;"D1";"PAIN";6
2016;6;"D1";"PAIN";1
2017;6;"D1";"PAIN";3
2019;6;"D1";"PAIN";30
2015;7;"D1";"PAIN";0
2016;7;"D1";"PAIN";0
2017;7;"D1";"PAIN";4
2019;7;"D1";"PAIN";0
2015;8;"D1";"PAIN";0
2016;8;"D1";"PAIN";0
2017;8;"D1";"PAIN";3
2019;8;"D1";"PAIN";0
2015;9;"D1";"PAIN";0
2016;9;"D1";"PAIN";1
2017;9;"D1";"PAIN";0
2019;9;"D1";"PAIN";7
2015;1;"D2";"PAIN";11
2016;1;"D2";"PAIN";0
2017;1;"D2";"PAIN";25
2019;1;"D2";"PAIN";20
2015;2;"D2";"PAIN";7
2016;2;"D2";"PAIN";4
2017;2;"D2";"PAIN";35
2019;2;"D2";"PAIN";50
2015;3;"D2";"PAIN";5
2016;3;"D2";"PAIN";0
2017;3;"D2";"PAIN";12
2019;3;"D2";"PAIN";40
2015;4;"D2";"PAIN";8
2016;4;"D2";"PAIN";1
2017;4;"D2";"PAIN";2
2019;4;"D2";"PAIN";30
2015;5;"D2";"PAIN";5
2016;5;"D2";"PAIN";0
2017;5;"D2";"PAIN";15
2019;5;"D2";"PAIN";40
2015;6;"D2";"PAIN";8
2016;6;"D2";"PAIN";0
2017;6;"D2";"PAIN";6
2019;6;"D2";"PAIN";40
2015;7;"D2";"PAIN";0
2016;7;"D2";"PAIN";0
2017;7;"D2";"PAIN";6
2019;7;"D2";"PAIN";4
2015;8;"D2";"PAIN";0
2016;8;"D2";"PAIN";0
2017;8;"D2";"PAIN";4
2019;8;"D2";"PAIN";0
2015;9;"D2";"PAIN";0
2016;9;"D2";"PAIN";0
2017;9;"D2";"PAIN";0
2019;9;"D2";"PAIN";4
2015;1;"D3";"PAIN";7
2016;1;"D3";"PAIN";0
2017;1;"D3";"PAIN";30
2019;1;"D3";"PAIN";50
2015;2;"D3";"PAIN";6
2016;2;"D3";"PAIN";0
2017;2;"D3";"PAIN";25
2019;2;"D3";"PAIN";40
2015;3;"D3";"PAIN";8
2016;3;"D3";"PAIN";0
2017;3;"D3";"PAIN";6
2019;3;"D3";"PAIN";50
2015;4;"D3";"PAIN";1
2016;4;"D3";"PAIN";0
2017;4;"D3";"PAIN";5
2019;4;"D3";"PAIN";20
2015;5;"D3";"PAIN";3
2016;5;"D3";"PAIN";0
2017;5;"D3";"PAIN";4
2019;5;"D3";"PAIN";20
2015;6;"D3";"PAIN";13
2016;6;"D3";"PAIN";0
2017;6;"D3";"PAIN";5
2019;6;"D3";"PAIN";50
2015;7;"D3";"PAIN";0
